Country Name,Country Code,Series Name,Series Code,YR2015
Bhutan,BTN,Urban population,SP.URB.TOTL,281528
Bhutan,BTN,"Population, total",SP.POP.TOTL,727876
Bhutan,BTN,"Population ages 80 and above, female",SP.POP.80UP.FE,3617
Bhutan,BTN,"Population ages 80 and above, male",SP.POP.80UP.MA,4009
Bhutan,BTN,"Population ages 15-64, male",SP.POP.1564.MA.IN,259899
Bhutan,BTN,"Population ages 15-64, female",SP.POP.1564.FE.IN,226889
Bhutan,BTN,"Population ages 0-14, male",SP.POP.0014.MA.IN,101144
Bhutan,BTN,"Population ages 0-14, female",SP.POP.0014.FE.IN,98138
Bhutan,BTN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,209.353
Bhutan,BTN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,206.653
Bhutan,BTN,"Population, female",SP.POP.TOTL.FE.IN,343863
Bhutan,BTN,"Population, male",SP.POP.TOTL.MA.IN,384013
Bhutan,BTN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,18836
Bhutan,BTN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,22971
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.277
Bolivia,BOL,Urban population,SP.URB.TOTL,7434134
Bolivia,BOL,"Population, total",SP.POP.TOTL,10869730
Bolivia,BOL,"Population ages 80 and above, female",SP.POP.80UP.FE,90940
Bolivia,BOL,"Population ages 80 and above, male",SP.POP.80UP.MA,66490
Bolivia,BOL,"Population ages 15-64, male",SP.POP.1564.MA.IN,3324047
Bolivia,BOL,"Population ages 15-64, female",SP.POP.1564.FE.IN,3288983
Bolivia,BOL,"Population ages 0-14, male",SP.POP.0014.MA.IN,1799140
Bolivia,BOL,"Population ages 0-14, female",SP.POP.0014.FE.IN,1723190
Bolivia,BOL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,152.314
Bolivia,BOL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,216.726
Bolivia,BOL,"Population, female",SP.POP.TOTL.FE.IN,5406287
Bolivia,BOL,"Population, male",SP.POP.TOTL.MA.IN,5463443
Bolivia,BOL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,394114
Bolivia,BOL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,340256
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.865
Bosnia and Herzegovina,BIH,Urban population,SP.URB.TOTL,1617732
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3429361
Bosnia and Herzegovina,BIH,"Population ages 80 and above, female",SP.POP.80UP.FE,53524
Bosnia and Herzegovina,BIH,"Population ages 80 and above, male",SP.POP.80UP.MA,32409
Bosnia and Herzegovina,BIH,"Population ages 15-64, male",SP.POP.1564.MA.IN,1205846
Bosnia and Herzegovina,BIH,"Population ages 15-64, female",SP.POP.1564.FE.IN,1204229
Bosnia and Herzegovina,BIH,"Population ages 0-14, male",SP.POP.0014.MA.IN,267538
Bosnia and Herzegovina,BIH,"Population ages 0-14, female",SP.POP.0014.FE.IN,255151
Bosnia and Herzegovina,BIH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,64.788
Bosnia and Herzegovina,BIH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,127.346
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,1748018
Bosnia and Herzegovina,BIH,"Population, male",SP.POP.TOTL.MA.IN,1681343
Bosnia and Herzegovina,BIH,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,288638
Bosnia and Herzegovina,BIH,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,207959
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.338
Botswana,BWA,Urban population,SP.URB.TOTL,1424167
Botswana,BWA,"Population, total",SP.POP.TOTL,2120716
Botswana,BWA,"Population ages 80 and above, female",SP.POP.80UP.FE,6752
Botswana,BWA,"Population ages 80 and above, male",SP.POP.80UP.MA,3034
Botswana,BWA,"Population ages 15-64, male",SP.POP.1564.MA.IN,613467
Botswana,BWA,"Population ages 15-64, female",SP.POP.1564.FE.IN,685403
Botswana,BWA,"Population ages 0-14, male",SP.POP.0014.MA.IN,374483
Botswana,BWA,"Population ages 0-14, female",SP.POP.0014.FE.IN,365999
Botswana,BWA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,194.629
Botswana,BWA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,302.561
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,1099500
Botswana,BWA,"Population, male",SP.POP.TOTL.MA.IN,1021216
Botswana,BWA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,48098
Botswana,BWA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,33266
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.994
Brazil,BRA,Urban population,SP.URB.TOTL,175375436
Brazil,BRA,"Population, total",SP.POP.TOTL,204471769
Brazil,BRA,"Population ages 80 and above, female",SP.POP.80UP.FE,1990864
Brazil,BRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1171228
Brazil,BRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,70209651
Brazil,BRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,72033455
Brazil,BRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,23398594
Brazil,BRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,22445658
Brazil,BRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,95.103
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,193.622
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,103814248
Brazil,BRA,"Population, male",SP.POP.TOTL.MA.IN,100657521
Brazil,BRA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9335134
Brazil,BRA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,7049275
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
British Virgin Islands,VGB,Urban population,SP.URB.TOTL,13580
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,29152
British Virgin Islands,VGB,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
British Virgin Islands,VGB,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
British Virgin Islands,VGB,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
British Virgin Islands,VGB,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
British Virgin Islands,VGB,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
British Virgin Islands,VGB,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
British Virgin Islands,VGB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
British Virgin Islands,VGB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
British Virgin Islands,VGB,"Population, female",SP.POP.TOTL.FE.IN,NA 
British Virgin Islands,VGB,"Population, male",SP.POP.TOTL.MA.IN,NA 
British Virgin Islands,VGB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
British Virgin Islands,VGB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.318
Brunei Darussalam,BRN,Urban population,SP.URB.TOTL,318080
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,414907
Brunei Darussalam,BRN,"Population ages 80 and above, female",SP.POP.80UP.FE,1370
Brunei Darussalam,BRN,"Population ages 80 and above, male",SP.POP.80UP.MA,1306
Brunei Darussalam,BRN,"Population ages 15-64, male",SP.POP.1564.MA.IN,156109
Brunei Darussalam,BRN,"Population ages 15-64, female",SP.POP.1564.FE.IN,141948
Brunei Darussalam,BRN,"Population ages 0-14, male",SP.POP.0014.MA.IN,51520
Brunei Darussalam,BRN,"Population ages 0-14, female",SP.POP.0014.FE.IN,48427
Brunei Darussalam,BRN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,73.057
Brunei Darussalam,BRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,103.129
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,199083
Brunei Darussalam,BRN,"Population, male",SP.POP.TOTL.MA.IN,215824
Brunei Darussalam,BRN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,8708
Brunei Darussalam,BRN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8195
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.6146341463415
Bulgaria,BGR,Urban population,SP.URB.TOTL,5310996
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7177991
Bulgaria,BGR,"Population ages 80 and above, female",SP.POP.80UP.FE,207100
Bulgaria,BGR,"Population ages 80 and above, male",SP.POP.80UP.MA,115615
Bulgaria,BGR,"Population ages 15-64, male",SP.POP.1564.MA.IN,2382364
Bulgaria,BGR,"Population ages 15-64, female",SP.POP.1564.FE.IN,2334113
Bulgaria,BGR,"Population ages 0-14, male",SP.POP.0014.MA.IN,526805
Bulgaria,BGR,"Population ages 0-14, female",SP.POP.0014.FE.IN,497762
Bulgaria,BGR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Bulgaria,BGR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,3686934
Bulgaria,BGR,"Population, male",SP.POP.TOTL.MA.IN,3491057
Bulgaria,BGR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,855059
Bulgaria,BGR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,581888
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.919
Burkina Faso,BFA,Urban population,SP.URB.TOTL,4985855
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,18110624
Burkina Faso,BFA,"Population ages 80 and above, female",SP.POP.80UP.FE,26196
Burkina Faso,BFA,"Population ages 80 and above, male",SP.POP.80UP.MA,14783
Burkina Faso,BFA,"Population ages 15-64, male",SP.POP.1564.MA.IN,4647769
Burkina Faso,BFA,"Population ages 15-64, female",SP.POP.1564.FE.IN,4773047
Burkina Faso,BFA,"Population ages 0-14, male",SP.POP.0014.MA.IN,4200146
Burkina Faso,BFA,"Population ages 0-14, female",SP.POP.0014.FE.IN,4053583
Burkina Faso,BFA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,242.487
Burkina Faso,BFA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,273.429
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,9091848
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,9018776
Burkina Faso,BFA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,265218
Burkina Faso,BFA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,170861
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.123
Burundi,BDI,Urban population,SP.URB.TOTL,1227128
Burundi,BDI,"Population, total",SP.POP.TOTL,10160030
Burundi,BDI,"Population ages 80 and above, female",SP.POP.80UP.FE,17696
Burundi,BDI,"Population ages 80 and above, male",SP.POP.80UP.MA,10993
Burundi,BDI,"Population ages 15-64, male",SP.POP.1564.MA.IN,2613726
Burundi,BDI,"Population ages 15-64, female",SP.POP.1564.FE.IN,2708453
Burundi,BDI,"Population ages 0-14, male",SP.POP.0014.MA.IN,2325912
Burundi,BDI,"Population ages 0-14, female",SP.POP.0014.FE.IN,2299001
Burundi,BDI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,265.208
Burundi,BDI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,323.166
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,5129297
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,5030733
Burundi,BDI,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,121843
Burundi,BDI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,91095
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.117
Cabo Verde,CPV,Urban population,SP.URB.TOTL,337410
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,524743
Cabo Verde,CPV,"Population ages 80 and above, female",SP.POP.80UP.FE,4213
Cabo Verde,CPV,"Population ages 80 and above, male",SP.POP.80UP.MA,2094
Cabo Verde,CPV,"Population ages 15-64, male",SP.POP.1564.MA.IN,175507
Cabo Verde,CPV,"Population ages 15-64, female",SP.POP.1564.FE.IN,168456
Cabo Verde,CPV,"Population ages 0-14, male",SP.POP.0014.MA.IN,79277
Cabo Verde,CPV,"Population ages 0-14, female",SP.POP.0014.FE.IN,77835
Cabo Verde,CPV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,102.445
Cabo Verde,CPV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,147.853
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,261671
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,263072
Cabo Verde,CPV,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,15380
Cabo Verde,CPV,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,8288
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.637
Cambodia,KHM,Urban population,SP.URB.TOTL,3443896
Cambodia,KHM,"Population, total",SP.POP.TOTL,15521436
Cambodia,KHM,"Population ages 80 and above, female",SP.POP.80UP.FE,48419
Cambodia,KHM,"Population ages 80 and above, male",SP.POP.80UP.MA,29903
Cambodia,KHM,"Population ages 15-64, male",SP.POP.1564.MA.IN,4816386
Cambodia,KHM,"Population ages 15-64, female",SP.POP.1564.FE.IN,5160580
Cambodia,KHM,"Population ages 0-14, male",SP.POP.0014.MA.IN,2497053
Cambodia,KHM,"Population ages 0-14, female",SP.POP.0014.FE.IN,2408061
Cambodia,KHM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,142.84
Cambodia,KHM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,208.468
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,7950995
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,7570441
Cambodia,KHM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,382354
Cambodia,KHM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,257002
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.583
Cameroon,CMR,Urban population,SP.URB.TOTL,12715783
Cameroon,CMR,"Population, total",SP.POP.TOTL,23298368
Cameroon,CMR,"Population ages 80 and above, female",SP.POP.80UP.FE,40516
Cameroon,CMR,"Population ages 80 and above, male",SP.POP.80UP.MA,25917
Cameroon,CMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,6284413
Cameroon,CMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,6309285
Cameroon,CMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,5075886
Cameroon,CMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,4992888
Cameroon,CMR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,324.623
Cameroon,CMR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,355.63
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,11657492
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,11640876
Cameroon,CMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,355319
Cameroon,CMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,280577
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.9
Canada,CAN,Urban population,SP.URB.TOTL,29011826
Canada,CAN,"Population, total",SP.POP.TOTL,35702908
Canada,CAN,"Population ages 80 and above, female",SP.POP.80UP.FE,914644
Canada,CAN,"Population ages 80 and above, male",SP.POP.80UP.MA,579049
Canada,CAN,"Population ages 15-64, male",SP.POP.1564.MA.IN,12170544
Canada,CAN,"Population ages 15-64, female",SP.POP.1564.FE.IN,12091328
Canada,CAN,"Population ages 0-14, male",SP.POP.0014.MA.IN,2926958
Canada,CAN,"Population ages 0-14, female",SP.POP.0014.FE.IN,2782466
Canada,CAN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Canada,CAN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,17999309
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,17703599
Canada,CAN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3125515
Canada,CAN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2606098
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.273015980955
Caribbean small states,CSS,Urban population,SP.URB.TOTL,3667777
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7222212
Caribbean small states,CSS,"Population ages 80 and above, female",SP.POP.80UP.FE,71206
Caribbean small states,CSS,"Population ages 80 and above, male",SP.POP.80UP.MA,53488
Caribbean small states,CSS,"Population ages 15-64, male",SP.POP.1564.MA.IN,2365524
Caribbean small states,CSS,"Population ages 15-64, female",SP.POP.1564.FE.IN,2405754
Caribbean small states,CSS,"Population ages 0-14, male",SP.POP.0014.MA.IN,886504
Caribbean small states,CSS,"Population ages 0-14, female",SP.POP.0014.FE.IN,854854
Caribbean small states,CSS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.23619123942
Caribbean small states,CSS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,191.261311508993
Caribbean small states,CSS,"Population, female",SP.POP.TOTL.FE.IN,3576971
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,3522855
Caribbean small states,CSS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,316367
Caribbean small states,CSS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,270832
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,NA 
Cayman Islands,CYM,Urban population,SP.URB.TOTL,61724
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,61724
Cayman Islands,CYM,"Population ages 80 and above, female",SP.POP.80UP.FE,NA 
Cayman Islands,CYM,"Population ages 80 and above, male",SP.POP.80UP.MA,NA 
Cayman Islands,CYM,"Population ages 15-64, male",SP.POP.1564.MA.IN,NA 
Cayman Islands,CYM,"Population ages 15-64, female",SP.POP.1564.FE.IN,NA 
Cayman Islands,CYM,"Population ages 0-14, male",SP.POP.0014.MA.IN,NA 
Cayman Islands,CYM,"Population ages 0-14, female",SP.POP.0014.FE.IN,NA 
Cayman Islands,CYM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,NA 
Cayman Islands,CYM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,NA 
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,NA 
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,NA 
Cayman Islands,CYM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,NA 
Cayman Islands,CYM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,NA 
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.881
Central African Republic,CAF,Urban population,SP.URB.TOTL,1809714
Central African Republic,CAF,"Population, total",SP.POP.TOTL,4493170
Central African Republic,CAF,"Population ages 80 and above, female",SP.POP.80UP.FE,10182
Central African Republic,CAF,"Population ages 80 and above, male",SP.POP.80UP.MA,4524
Central African Republic,CAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,1155141
Central African Republic,CAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,1179699
Central African Republic,CAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,1020983
Central African Republic,CAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,1010146
Central African Republic,CAF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,395.429
Central African Republic,CAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,426.72
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,2266605
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2226565
Central African Republic,CAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,76760
Central African Republic,CAF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,50441
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5910702431929
Central Europe and the Baltics,CEB,Urban population,SP.URB.TOTL,64165073
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,103257751
Central Europe and the Baltics,CEB,"Population ages 80 and above, female",SP.POP.80UP.FE,2945465
Central Europe and the Baltics,CEB,"Population ages 80 and above, male",SP.POP.80UP.MA,1354969
Central Europe and the Baltics,CEB,"Population ages 15-64, male",SP.POP.1564.MA.IN,35224395
Central Europe and the Baltics,CEB,"Population ages 15-64, female",SP.POP.1564.FE.IN,35090346
Central Europe and the Baltics,CEB,"Population ages 0-14, male",SP.POP.0014.MA.IN,7922600
Central Europe and the Baltics,CEB,"Population ages 0-14, female",SP.POP.0014.FE.IN,7509643
Central Europe and the Baltics,CEB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,68.5664880425317
Central Europe and the Baltics,CEB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,165.211483487372
